device_id,month,created_on,fifteen_min,five_min,full_spectrum,humidity,infrared_spectrum,one_min,overall_lux,pircount,temperature,temperature_raw,humidity_raw,temperature_refined,humidity_refined
EDCFFF303433463443206509,201607,2016-07-01 03:37:23,3.0,5.0,1240.0,57.72000122070313,316.0,2.0,26.0,1.0,31.920000076293945,31.920000076293945,57.72000122070313,27.920000076293945,73.72000122070312
EDCFFF303433463443206509,201607,2016-07-01 03:37:53,3.0,5.0,1174.0,57.65999984741211,285.0,2.0,26.0,0.0,31.88999938964844,31.88999938964844,57.65999984741211,27.88999938964844,73.65999984741211
EDCFFF303433463443206509,201607,2016-07-01 03:38:23,2.0,4.0,1218.0,57.209999084472656,308.0,1.0,26.0,1.0,31.920000076293945,31.920000076293945,57.209999084472656,27.920000076293945,73.20999908447266
EDCFFF303433463443206509,201607,2016-07-01 03:38:53,2.0,4.0,1169.0,56.790000915527344,286.0,1.0,25.0,2.0,31.8799991607666,31.8799991607666,56.790000915527344,27.8799991607666,72.79000091552734
EDCFFF303433463443206509,201607,2016-07-01 03:39:23,2.0,3.0,1158.0,56.459999084472656,278.0,2.0,25.0,0.0,31.90999984741211,31.90999984741211,56.459999084472656,27.90999984741211,72.45999908447266
EDCFFF303433463443206509,201607,2016-07-01 03:39:53,2.0,3.0,1163.0,56.22999954223633,281.0,2.0,25.0,4.0,31.88999938964844,31.88999938964844,56.22999954223633,27.88999938964844,72.22999954223633
EDCFFF303433463443206509,201607,2016-07-01 03:40:23,2.0,3.0,1203.0,55.75,294.0,6.0,26.0,2.0,31.88999938964844,31.88999938964844,55.75,27.88999938964844,71.75
EDCFFF303433463443206509,201607,2016-07-01 03:40:53,2.0,3.0,969.0,55.43999862670898,240.0,6.0,21.0,2.0,31.78000068664551,31.78000068664551,55.43999862670898,27.78000068664551,71.43999862670898
EDCFFF303433463443206509,201607,2016-07-01 03:41:23,3.0,2.0,1212.0,55.68999862670898,304.0,3.0,26.0,1.0,31.78000068664551,31.78000068664551,55.68999862670898,27.78000068664551,71.68999862670898
EDCFFF303433463443206509,201607,2016-07-01 03:41:53,3.0,2.0,905.0,55.97999954223633,262.0,3.0,18.0,5.0,31.770000457763672,31.770000457763672,55.97999954223633,27.770000457763672,71.97999954223633
EDCFFF303433463443206509,201607,2016-07-01 03:42:23,3.0,4.0,1290.0,55.95000076293945,321.0,8.0,28.0,3.0,31.78000068664551,31.78000068664551,55.95000076293945,27.78000068664551,71.95000076293945
EDCFFF303433463443206509,201607,2016-07-01 03:42:53,3.0,4.0,1265.0,55.68999862670898,320.0,8.0,27.0,5.0,31.75,31.75,55.68999862670898,27.75,71.68999862670898
EDCFFF303433463443206509,201607,2016-07-01 03:43:23,4.0,5.0,1213.0,55.91999816894531,313.0,9.0,26.0,4.0,31.770000457763672,31.770000457763672,55.91999816894531,27.770000457763672,71.91999816894531
EDCFFF303433463443206509,201607,2016-07-01 03:43:53,4.0,5.0,1278.0,55.52999877929688,324.0,9.0,27.0,2.0,31.76000022888184,31.76000022888184,55.52999877929688,27.76000022888184,71.52999877929688
EDCFFF303433463443206509,201607,2016-07-01 03:44:23,4.0,6.0,584.0,55.33000183105469,205.0,6.0,9.0,4.0,31.649999618530273,31.649999618530273,55.33000183105469,27.649999618530273,71.33000183105469
EDCFFF303433463443206509,201607,2016-07-01 03:44:53,4.0,6.0,819.0,55.72000122070313,227.0,6.0,16.0,2.0,31.649999618530273,31.649999618530273,55.72000122070313,27.649999618530273,71.72000122070312
EDCFFF303433463443206509,201607,2016-07-01 03:45:23,4.0,6.0,787.0,55.72000122070313,224.0,8.0,15.0,6.0,31.70000076293945,31.70000076293945,55.72000122070313,27.70000076293945,71.72000122070312
EDCFFF303433463443206509,201607,2016-07-01 03:45:53,4.0,6.0,798.0,55.2400016784668,227.0,8.0,16.0,6.0,31.709999084472656,31.709999084472656,55.2400016784668,27.709999084472656,71.2400016784668
EDCFFF303433463443206509,201607,2016-07-01 03:46:23,5.0,7.0,780.0,54.93999862670898,218.0,7.0,16.0,1.0,31.709999084472656,31.709999084472656,54.93999862670898,27.709999084472656,70.93999862670898
EDCFFF303433463443206509,201607,2016-07-01 03:46:53,5.0,7.0,785.0,54.34000015258789,220.0,7.0,16.0,3.0,31.739999771118164,31.739999771118164,54.34000015258789,27.739999771118164,70.34000015258789
EDCFFF303433463443206509,201607,2016-07-01 03:47:23,4.0,7.0,755.0,54.18999862670898,217.0,5.0,15.0,2.0,31.729999542236328,31.729999542236328,54.18999862670898,27.729999542236328,70.18999862670898
EDCFFF303433463443206509,201607,2016-07-01 03:47:53,4.0,7.0,771.0,54.54999923706055,204.0,5.0,16.0,2.0,31.76000022888184,31.76000022888184,54.54999923706055,27.76000022888184,70.54999923706055
